id,nome,email,banco,cidade,estado,username,senha,tipo,cpf,rg,data_nascimento,endereco,telefone,renda,profissao,estado_civil,situacao_prof,data_criacao,ativo,motivo_inativacao,data_inativacao,conta_bloqueada,saldo_pendente
753,Usuário 753,user753@demo.com,Nubank,Brasília,DF,user753,123456,normal,00000000753,000000753,1991-12-05,Rua 753,404617363,320.34,Designer,divorciado,PJ,2025-05-14 23:25:03.244986,1,,,0,
754,Usuário 754,user754@demo.com,C6 Bank,Brasília,DF,user754,123456,normal,00000000754,000000754,1999-05-03,Rua 754,646401315,3063.99,Programador,casado,PJ,2025-05-14 23:25:03.244997,1,,,0,
755,Usuário 755,user755@demo.com,Caixa,Porto Alegre,RS,user755,123456,normal,00000000755,000000755,2002-08-29,Rua 755,358429557,4612.87,Professor,solteiro,CLT,2025-05-14 23:25:03.245008,1,,,0,
756,Usuário 756,user756@demo.com,Bradesco,São Paulo,SP,user756,123456,normal,00000000756,000000756,2004-01-26,Rua 756,215614607,9982.26,Professor,solteiro,CLT,2025-05-14 23:25:03.245019,1,,,0,
757,Usuário 757,user757@demo.com,Caixa,Porto Alegre,RS,user757,123456,normal,00000000757,000000757,1991-12-16,Rua 757,443544114,5792.7,Vendedor,casado,Desempregado,2025-05-14 23:25:03.245029,1,,,0,
758,Usuário 758,user758@demo.com,PagBank,Rio de Janeiro,RJ,user758,123456,normal,00000000758,000000758,1991-01-08,Rua 758,731006715,3025.46,Médico,casado,CLT,2025-05-14 23:25:03.245042,1,,,0,
759,Usuário 759,user759@demo.com,Santander,Salvador,BA,user759,123456,normal,00000000759,000000759,1998-08-13,Rua 759,305609325,3450.86,Analista,solteiro,Autônomo,2025-05-14 23:25:03.245053,1,,,0,
760,Usuário 760,user760@demo.com,Santander,Recife,PE,user760,123456,normal,00000000760,000000760,1989-02-26,Rua 760,634312109,4635.04,Programador,divorciado,Autônomo,2025-05-14 23:25:03.245064,1,,,0,
761,Usuário 761,user761@demo.com,Santander,Brasília,DF,user761,123456,normal,00000000761,000000761,1989-01-31,Rua 761,451014988,7452.81,Programador,divorciado,Autônomo,2025-05-14 23:25:03.245075,1,,,0,
762,Usuário 762,user762@demo.com,Santander,Fortaleza,CE,user762,123456,normal,00000000762,000000762,2007-03-20,Rua 762,940961771,1641.79,Advogado,casado,CLT,2025-05-14 23:25:03.245098,1,,,0,
763,Usuário 763,user763@demo.com,Caixa,Brasília,DF,user763,123456,normal,00000000763,000000763,2004-01-22,Rua 763,145124507,8842.19,Médico,divorciado,Desempregado,2025-05-14 23:25:03.245109,1,,,0,
764,Usuário 764,user764@demo.com,Nubank,Porto Alegre,RS,user764,123456,normal,00000000764,000000764,1991-03-20,Rua 764,293824273,4178.7,Analista,divorciado,Autônomo,2025-05-14 23:25:03.245120,1,,,0,
765,Usuário 765,user765@demo.com,Caixa,Salvador,BA,user765,123456,normal,00000000765,000000765,1999-10-26,Rua 765,102939166,1045.97,Gerente,solteiro,PJ,2025-05-14 23:25:03.245131,1,,,0,
766,Usuário 766,user766@demo.com,Caixa,Belo Horizonte,MG,user766,123456,normal,00000000766,000000766,1992-02-14,Rua 766,807236841,8577.74,Gerente,casado,Desempregado,2025-05-14 23:25:03.245141,1,,,0,
767,Usuário 767,user767@demo.com,Nubank,Campinas,SP,user767,123456,normal,00000000767,000000767,1997-08-16,Rua 767,926471790,9498.17,Analista,casado,Autônomo,2025-05-14 23:25:03.245153,1,,,0,
768,Usuário 768,user768@demo.com,C6 Bank,Campinas,SP,user768,123456,normal,00000000768,000000768,2006-05-20,Rua 768,405464161,3326.05,Programador,divorciado,CLT,2025-05-14 23:25:03.245164,1,,,0,
769,Usuário 769,user769@demo.com,Inter,Brasília,DF,user769,123456,normal,00000000769,000000769,1986-07-18,Rua 769,597725586,9141.05,Estudante,divorciado,PJ,2025-05-14 23:25:03.245175,1,,,0,
770,Usuário 770,user770@demo.com,Nubank,Salvador,BA,user770,123456,normal,00000000770,000000770,1997-04-21,Rua 770,384220002,3002.83,Analista,solteiro,Autônomo,2025-05-14 23:25:03.245203,1,,,0,
771,Usuário 771,user771@demo.com,Banco do Brasil,Recife,PE,user771,123456,normal,00000000771,000000771,2007-04-14,Rua 771,669880762,2292.21,Médico,casado,PJ,2025-05-14 23:25:03.245214,1,,,0,
772,Usuário 772,user772@demo.com,Itaú,Recife,PE,user772,123456,normal,00000000772,000000772,1997-09-26,Rua 772,151285942,9586.37,Advogado,divorciado,Desempregado,2025-05-14 23:25:03.245225,1,,,0,
773,Usuário 773,user773@demo.com,PagBank,São Paulo,SP,user773,123456,normal,00000000773,000000773,1987-11-25,Rua 773,886784420,7946.3,Advogado,divorciado,CLT,2025-05-14 23:25:03.245235,1,,,0,
774,Usuário 774,user774@demo.com,Nubank,Brasília,DF,user774,123456,normal,00000000774,000000774,1995-05-27,Rua 774,810053209,5523.59,Engenheiro,solteiro,Desempregado,2025-05-14 23:25:03.245246,1,,,0,
775,Usuário 775,user775@demo.com,Caixa,Campinas,SP,user775,123456,normal,00000000775,000000775,2003-05-29,Rua 775,685257215,6561.03,Analista,divorciado,Desempregado,2025-05-14 23:25:03.245256,1,,,0,
776,Usuário 776,user776@demo.com,Caixa,Rio de Janeiro,RJ,user776,123456,normal,00000000776,000000776,1992-11-15,Rua 776,363707031,9465.79,Analista,solteiro,PJ,2025-05-14 23:25:03.245267,1,,,0,
777,Usuário 777,user777@demo.com,Santander,Porto Alegre,RS,user777,123456,normal,00000000777,000000777,1992-08-20,Rua 777,413872590,6718.11,Programador,solteiro,Desempregado,2025-05-14 23:25:03.245277,1,,,0,
778,Usuário 778,user778@demo.com,Santander,Curitiba,PR,user778,123456,normal,00000000778,000000778,1999-04-11,Rua 778,204801830,7650.93,Advogado,casado,CLT,2025-05-14 23:25:03.245288,1,,,0,
779,Usuário 779,user779@demo.com,Santander,Rio de Janeiro,RJ,user779,123456,normal,00000000779,000000779,1987-10-18,Rua 779,230396153,8530.3,Analista,solteiro,CLT,2025-05-14 23:25:03.245299,1,,,0,
780,Usuário 780,user780@demo.com,Santander,Porto Alegre,RS,user780,123456,normal,00000000780,000000780,2004-11-02,Rua 780,921305438,4512.92,Engenheiro,divorciado,Desempregado,2025-05-14 23:25:03.245309,1,,,0,
781,Usuário 781,user781@demo.com,Bradesco,Campinas,SP,user781,123456,normal,00000000781,000000781,1996-08-02,Rua 781,817257792,6143.66,Engenheiro,casado,CLT,2025-05-14 23:25:03.245320,1,,,0,
782,Usuário 782,user782@demo.com,Santander,Salvador,BA,user782,123456,normal,00000000782,000000782,1998-09-06,Rua 782,966082198,1893.0,Advogado,divorciado,CLT,2025-05-14 23:25:03.245331,1,,,0,
783,Usuário 783,user783@demo.com,Bradesco,Fortaleza,CE,user783,123456,normal,00000000783,000000783,2005-12-16,Rua 783,274259849,1458.13,Professor,divorciado,PJ,2025-05-14 23:25:03.245342,1,,,0,
784,Usuário 784,user784@demo.com,Caixa,Brasília,DF,user784,123456,normal,00000000784,000000784,2006-09-17,Rua 784,465266320,8535.06,Programador,solteiro,Desempregado,2025-05-14 23:25:03.245353,1,,,0,
785,Usuário 785,user785@demo.com,Santander,Curitiba,PR,user785,123456,normal,00000000785,000000785,2003-02-12,Rua 785,766874289,6374.89,Estudante,divorciado,CLT,2025-05-14 23:25:03.245363,1,,,0,
786,Usuário 786,user786@demo.com,C6 Bank,Curitiba,PR,user786,123456,normal,00000000786,000000786,1994-11-17,Rua 786,927682093,4578.53,Designer,divorciado,Autônomo,2025-05-14 23:25:03.245374,1,,,0,
787,Usuário 787,user787@demo.com,Itaú,Curitiba,PR,user787,123456,normal,00000000787,000000787,2006-07-25,Rua 787,586307785,1880.81,Estudante,casado,CLT,2025-05-14 23:25:03.245385,1,,,0,
788,Usuário 788,user788@demo.com,Caixa,Salvador,BA,user788,123456,normal,00000000788,000000788,1998-01-22,Rua 788,905019323,8375.19,Designer,casado,CLT,2025-05-14 23:25:03.245395,1,,,0,
789,Usuário 789,user789@demo.com,Bradesco,Belo Horizonte,MG,user789,123456,normal,00000000789,000000789,1994-01-16,Rua 789,658897846,5614.12,Engenheiro,divorciado,PJ,2025-05-14 23:25:03.245405,1,,,0,
790,Usuário 790,user790@demo.com,C6 Bank,Brasília,DF,user790,123456,normal,00000000790,000000790,1994-12-19,Rua 790,692280899,7259.04,Designer,solteiro,CLT,2025-05-14 23:25:03.245416,1,,,0,
791,Usuário 791,user791@demo.com,Nubank,Salvador,BA,user791,123456,normal,00000000791,000000791,2000-05-19,Rua 791,676686905,8221.65,Advogado,solteiro,CLT,2025-05-14 23:25:03.245426,1,,,0,
792,Usuário 792,user792@demo.com,Banco do Brasil,São Paulo,SP,user792,123456,normal,00000000792,000000792,1992-06-20,Rua 792,247016174,6959.07,Programador,solteiro,Autônomo,2025-05-14 23:25:03.245439,1,,,0,
793,Usuário 793,user793@demo.com,Inter,Salvador,BA,user793,123456,normal,00000000793,000000793,2005-09-17,Rua 793,670116459,3637.85,Vendedor,casado,Autônomo,2025-05-14 23:25:03.245452,1,,,0,
794,Usuário 794,user794@demo.com,Itaú,Recife,PE,user794,123456,normal,00000000794,000000794,2006-10-17,Rua 794,406183081,3277.54,Engenheiro,solteiro,CLT,2025-05-14 23:25:03.245462,1,,,0,
795,Usuário 795,user795@demo.com,Bradesco,Salvador,BA,user795,123456,normal,00000000795,000000795,2005-03-31,Rua 795,383682425,7679.99,Designer,solteiro,PJ,2025-05-14 23:25:03.245473,1,,,0,
796,Usuário 796,user796@demo.com,Nubank,Fortaleza,CE,user796,123456,normal,00000000796,000000796,1994-04-28,Rua 796,959392452,788.39,Analista,casado,Autônomo,2025-05-14 23:25:03.245483,1,,,0,
797,Usuário 797,user797@demo.com,PagBank,Campinas,SP,user797,123456,normal,00000000797,000000797,1986-11-26,Rua 797,185537642,8115.77,Gerente,divorciado,Autônomo,2025-05-14 23:25:03.245494,1,,,0,
798,Usuário 798,user798@demo.com,Banco do Brasil,Campinas,SP,user798,123456,normal,00000000798,000000798,2005-02-16,Rua 798,533415651,7523.02,Analista,casado,Desempregado,2025-05-14 23:25:03.245504,1,,,0,
799,Usuário 799,user799@demo.com,Caixa,Rio de Janeiro,RJ,user799,123456,normal,00000000799,000000799,2001-05-06,Rua 799,895743973,520.53,Engenheiro,solteiro,CLT,2025-05-14 23:25:03.245515,1,,,0,
800,Usuário 800,user800@demo.com,C6 Bank,Rio de Janeiro,RJ,user800,123456,normal,00000000800,000000800,2006-06-05,Rua 800,603824482,8095.01,Programador,divorciado,CLT,2025-05-14 23:25:03.245525,1,,,0,
801,Usuário 801,user801@demo.com,Santander,Porto Alegre,RS,user801,123456,normal,00000000801,000000801,1994-02-16,Rua 801,702573674,8950.25,Médico,solteiro,Autônomo,2025-05-14 23:25:03.245535,1,,,0,
802,Usuário 802,user802@demo.com,Santander,Belo Horizonte,MG,user802,123456,normal,00000000802,000000802,1992-11-01,Rua 802,710975447,7006.97,Engenheiro,divorciado,CLT,2025-05-14 23:25:03.245545,1,,,0,
803,Usuário 803,user803@demo.com,Nubank,Brasília,DF,user803,123456,normal,00000000803,000000803,1991-01-14,Rua 803,860382619,1266.61,Gerente,solteiro,Desempregado,2025-05-14 23:25:03.245556,1,,,0,
804,Usuário 804,user804@demo.com,PagBank,São Paulo,SP,user804,123456,normal,00000000804,000000804,1987-10-03,Rua 804,393469118,5766.91,Médico,casado,PJ,2025-05-14 23:25:03.245567,1,,,0,
805,Usuário 805,user805@demo.com,Inter,São Paulo,SP,user805,123456,normal,00000000805,000000805,2002-08-25,Rua 805,758480719,6668.82,Médico,divorciado,Autônomo,2025-05-14 23:25:03.245577,1,,,0,
806,Usuário 806,user806@demo.com,Santander,Salvador,BA,user806,123456,normal,00000000806,000000806,1998-04-23,Rua 806,734334597,4115.43,Estudante,casado,Autônomo,2025-05-14 23:25:03.245588,1,,,0,
807,Usuário 807,user807@demo.com,Bradesco,Curitiba,PR,user807,123456,normal,00000000807,000000807,1991-07-12,Rua 807,551212280,2549.99,Estudante,casado,CLT,2025-05-14 23:25:03.245599,1,,,0,
808,Usuário 808,user808@demo.com,Inter,Rio de Janeiro,RJ,user808,123456,normal,00000000808,000000808,1994-02-17,Rua 808,305261786,7467.86,Professor,divorciado,PJ,2025-05-14 23:25:03.245610,1,,,0,
809,Usuário 809,user809@demo.com,Bradesco,Fortaleza,CE,user809,123456,normal,00000000809,000000809,1985-09-08,Rua 809,820506291,2487.8,Analista,solteiro,PJ,2025-05-14 23:25:03.245620,1,,,0,
810,Usuário 810,user810@demo.com,Bradesco,São Paulo,SP,user810,123456,normal,00000000810,000000810,1992-01-15,Rua 810,523826048,1329.62,Médico,casado,CLT,2025-05-14 23:25:03.245630,1,,,0,
811,Usuário 811,user811@demo.com,Itaú,Fortaleza,CE,user811,123456,normal,00000000811,000000811,1992-10-05,Rua 811,325705861,7172.37,Analista,casado,CLT,2025-05-14 23:25:03.245641,1,,,0,
812,Usuário 812,user812@demo.com,Nubank,Salvador,BA,user812,123456,normal,00000000812,000000812,1997-05-09,Rua 812,255030819,1469.88,Engenheiro,casado,Autônomo,2025-05-14 23:25:03.245652,1,,,0,
813,Usuário 813,user813@demo.com,Inter,Recife,PE,user813,123456,normal,00000000813,000000813,1992-08-03,Rua 813,657128055,6803.15,Vendedor,divorciado,PJ,2025-05-14 23:25:03.245662,1,,,0,
814,Usuário 814,user814@demo.com,Nubank,Belo Horizonte,MG,user814,123456,normal,00000000814,000000814,1998-08-26,Rua 814,479222193,1880.01,Médico,casado,Desempregado,2025-05-14 23:25:03.245673,1,,,0,
815,Usuário 815,user815@demo.com,Inter,Porto Alegre,RS,user815,123456,normal,00000000815,000000815,2006-04-14,Rua 815,370702411,30.57,Vendedor,solteiro,CLT,2025-05-14 23:25:03.245683,1,,,0,
816,Usuário 816,user816@demo.com,C6 Bank,São Paulo,SP,user816,123456,normal,00000000816,000000816,1995-08-16,Rua 816,410389670,2038.4,Engenheiro,casado,PJ,2025-05-14 23:25:03.245694,1,,,0,
817,Usuário 817,user817@demo.com,Banco do Brasil,Porto Alegre,RS,user817,123456,normal,00000000817,000000817,2003-05-30,Rua 817,557577530,7690.54,Vendedor,divorciado,CLT,2025-05-14 23:25:03.245705,1,,,0,
818,Usuário 818,user818@demo.com,C6 Bank,Fortaleza,CE,user818,123456,normal,00000000818,000000818,1999-07-31,Rua 818,425553894,6442.5,Vendedor,solteiro,Autônomo,2025-05-14 23:25:03.245716,1,,,0,
819,Usuário 819,user819@demo.com,Inter,Brasília,DF,user819,123456,normal,00000000819,000000819,2001-05-02,Rua 819,272290781,4803.5,Vendedor,solteiro,CLT,2025-05-14 23:25:03.245726,1,,,0,
820,Usuário 820,user820@demo.com,C6 Bank,Curitiba,PR,user820,123456,normal,00000000820,000000820,1998-10-03,Rua 820,335012974,9864.93,Gerente,divorciado,PJ,2025-05-14 23:25:03.245737,1,,,0,
821,Usuário 821,user821@demo.com,Banco do Brasil,Rio de Janeiro,RJ,user821,123456,normal,00000000821,000000821,1991-03-16,Rua 821,498180063,5220.28,Engenheiro,casado,Autônomo,2025-05-14 23:25:03.245747,1,,,0,
822,Usuário 822,user822@demo.com,Itaú,Recife,PE,user822,123456,normal,00000000822,000000822,2005-12-20,Rua 822,708978969,9571.54,Engenheiro,solteiro,Autônomo,2025-05-14 23:25:03.245758,1,,,0,
823,Usuário 823,user823@demo.com,Nubank,Porto Alegre,RS,user823,123456,normal,00000000823,000000823,1990-05-21,Rua 823,817739417,9313.72,Estudante,divorciado,PJ,2025-05-14 23:25:03.245769,1,,,0,
824,Usuário 824,user824@demo.com,PagBank,Brasília,DF,user824,123456,normal,00000000824,000000824,2007-04-22,Rua 824,260090934,9586.22,Designer,divorciado,Desempregado,2025-05-14 23:25:03.245779,1,,,0,
825,Usuário 825,user825@demo.com,Caixa,Fortaleza,CE,user825,123456,normal,00000000825,000000825,2007-05-08,Rua 825,616490490,1934.19,Engenheiro,divorciado,Autônomo,2025-05-14 23:25:03.245790,1,,,0,
826,Usuário 826,user826@demo.com,Banco do Brasil,Recife,PE,user826,123456,normal,00000000826,000000826,1991-10-09,Rua 826,963925365,2719.42,Médico,divorciado,Desempregado,2025-05-14 23:25:03.245800,1,,,0,
827,Usuário 827,user827@demo.com,Caixa,Fortaleza,CE,user827,123456,normal,00000000827,000000827,2005-03-23,Rua 827,507937618,4718.54,Médico,solteiro,Autônomo,2025-05-14 23:25:03.245811,1,,,0,
828,Usuário 828,user828@demo.com,Caixa,São Paulo,SP,user828,123456,normal,00000000828,000000828,1999-05-18,Rua 828,606144535,7589.27,Gerente,casado,Desempregado,2025-05-14 23:25:03.245821,1,,,0,
829,Usuário 829,user829@demo.com,Inter,Curitiba,PR,user829,123456,normal,00000000829,000000829,1985-11-27,Rua 829,703910280,164.31,Engenheiro,solteiro,PJ,2025-05-14 23:25:03.245831,1,,,0,
830,Usuário 830,user830@demo.com,Inter,Curitiba,PR,user830,123456,normal,00000000830,000000830,1987-12-12,Rua 830,147112298,2049.59,Programador,divorciado,CLT,2025-05-14 23:25:03.245842,1,,,0,
831,Usuário 831,user831@demo.com,PagBank,Rio de Janeiro,RJ,user831,123456,normal,00000000831,000000831,1997-06-26,Rua 831,871409377,1357.21,Médico,solteiro,Autônomo,2025-05-14 23:25:03.245852,1,,,0,
832,Usuário 832,user832@demo.com,Itaú,Rio de Janeiro,RJ,user832,123456,normal,00000000832,000000832,2001-08-18,Rua 832,112560440,9182.03,Programador,solteiro,Autônomo,2025-05-14 23:25:03.245862,1,,,0,
833,Usuário 833,user833@demo.com,C6 Bank,Fortaleza,CE,user833,123456,normal,00000000833,000000833,1987-05-08,Rua 833,324502708,934.83,Médico,divorciado,CLT,2025-05-14 23:25:03.245872,1,,,0,
834,Usuário 834,user834@demo.com,Banco do Brasil,Rio de Janeiro,RJ,user834,123456,normal,00000000834,000000834,1989-08-21,Rua 834,742444931,5368.91,Médico,solteiro,Desempregado,2025-05-14 23:25:03.245883,1,,,0,
835,Usuário 835,user835@demo.com,PagBank,Porto Alegre,RS,user835,123456,normal,00000000835,000000835,2003-08-20,Rua 835,805767298,7573.26,Analista,casado,PJ,2025-05-14 23:25:03.245894,1,,,0,
836,Usuário 836,user836@demo.com,Caixa,Recife,PE,user836,123456,normal,00000000836,000000836,2005-02-19,Rua 836,195251839,5037.0,Médico,divorciado,Autônomo,2025-05-14 23:25:03.245904,1,,,0,
837,Usuário 837,user837@demo.com,Inter,São Paulo,SP,user837,123456,normal,00000000837,000000837,1991-10-06,Rua 837,474691665,9346.55,Vendedor,divorciado,PJ,2025-05-14 23:25:03.245914,1,,,0,
838,Usuário 838,user838@demo.com,Bradesco,São Paulo,SP,user838,123456,normal,00000000838,000000838,1993-04-24,Rua 838,713862737,213.61,Advogado,solteiro,PJ,2025-05-14 23:25:03.245925,1,,,0,
839,Usuário 839,user839@demo.com,Nubank,Belo Horizonte,MG,user839,123456,normal,00000000839,000000839,1990-11-03,Rua 839,148537600,7324.4,Médico,solteiro,PJ,2025-05-14 23:25:03.245935,1,,,0,
840,Usuário 840,user840@demo.com,Banco do Brasil,Belo Horizonte,MG,user840,123456,normal,00000000840,000000840,1997-01-16,Rua 840,165793697,6616.61,Médico,divorciado,PJ,2025-05-14 23:25:03.245945,1,,,0,
841,Usuário 841,user841@demo.com,Bradesco,São Paulo,SP,user841,123456,normal,00000000841,000000841,1991-02-07,Rua 841,877455542,2041.64,Advogado,divorciado,Desempregado,2025-05-14 23:25:03.245955,1,,,0,
842,Usuário 842,user842@demo.com,Bradesco,Belo Horizonte,MG,user842,123456,normal,00000000842,000000842,1988-09-06,Rua 842,270798896,4737.3,Analista,solteiro,Autônomo,2025-05-14 23:25:03.245966,1,,,0,
843,Usuário 843,user843@demo.com,PagBank,São Paulo,SP,user843,123456,normal,00000000843,000000843,2003-06-15,Rua 843,834911471,8429.08,Programador,solteiro,CLT,2025-05-14 23:25:03.245976,1,,,0,
844,Usuário 844,user844@demo.com,Nubank,Belo Horizonte,MG,user844,123456,normal,00000000844,000000844,2005-09-27,Rua 844,265076747,4150.53,Programador,solteiro,PJ,2025-05-14 23:25:03.245986,1,,,0,
845,Usuário 845,user845@demo.com,PagBank,Porto Alegre,RS,user845,123456,normal,00000000845,000000845,1991-05-17,Rua 845,695923847,8838.29,Gerente,divorciado,Autônomo,2025-05-14 23:25:03.245997,1,,,0,
846,Usuário 846,user846@demo.com,Santander,Brasília,DF,user846,123456,normal,00000000846,000000846,1988-10-16,Rua 846,738092118,5328.48,Estudante,solteiro,Desempregado,2025-05-14 23:25:03.246007,1,,,0,
847,Usuário 847,user847@demo.com,Santander,Recife,PE,user847,123456,normal,00000000847,000000847,1993-09-05,Rua 847,998389076,7947.17,Advogado,casado,Autônomo,2025-05-14 23:25:03.246017,1,,,0,
848,Usuário 848,user848@demo.com,Nubank,Fortaleza,CE,user848,123456,normal,00000000848,000000848,1986-08-10,Rua 848,887497711,7983.02,Analista,solteiro,Desempregado,2025-05-14 23:25:03.246027,1,,,0,
849,Usuário 849,user849@demo.com,Inter,Porto Alegre,RS,user849,123456,normal,00000000849,000000849,1990-01-20,Rua 849,674932626,4648.68,Engenheiro,divorciado,CLT,2025-05-14 23:25:03.246037,1,,,0,
850,Usuário 850,user850@demo.com,Itaú,Belo Horizonte,MG,user850,123456,normal,00000000850,000000850,2002-03-24,Rua 850,891351561,7002.7,Engenheiro,divorciado,Desempregado,2025-05-14 23:25:03.246048,1,,,0,
851,Usuário 851,user851@demo.com,Santander,Recife,PE,user851,123456,normal,00000000851,000000851,2006-03-13,Rua 851,656149338,1797.93,Médico,solteiro,PJ,2025-05-14 23:25:03.246059,1,,,0,
852,Usuário 852,user852@demo.com,PagBank,São Paulo,SP,user852,123456,normal,00000000852,000000852,1988-02-17,Rua 852,751655410,5436.71,Engenheiro,solteiro,CLT,2025-05-14 23:25:03.246069,1,,,0,
853,Usuário 853,user853@demo.com,PagBank,Salvador,BA,user853,123456,normal,00000000853,000000853,1995-04-29,Rua 853,200434087,2596.58,Designer,divorciado,PJ,2025-05-14 23:25:03.246079,1,,,0,
854,Usuário 854,user854@demo.com,Itaú,Belo Horizonte,MG,user854,123456,normal,00000000854,000000854,1997-10-15,Rua 854,626679329,8502.45,Médico,solteiro,PJ,2025-05-14 23:25:03.246089,1,,,0,
855,Usuário 855,user855@demo.com,PagBank,Rio de Janeiro,RJ,user855,123456,normal,00000000855,000000855,2004-01-25,Rua 855,770916891,4423.48,Programador,divorciado,CLT,2025-05-14 23:25:03.246100,1,,,0,
856,Usuário 856,user856@demo.com,C6 Bank,Salvador,BA,user856,123456,normal,00000000856,000000856,2003-09-09,Rua 856,831582118,2763.11,Designer,solteiro,CLT,2025-05-14 23:25:03.246111,1,,,0,
857,Usuário 857,user857@demo.com,Itaú,São Paulo,SP,user857,123456,normal,00000000857,000000857,1989-12-28,Rua 857,813911758,6908.84,Analista,solteiro,Autônomo,2025-05-14 23:25:03.246121,1,,,0,
858,Usuário 858,user858@demo.com,Bradesco,Belo Horizonte,MG,user858,123456,normal,00000000858,000000858,2005-07-12,Rua 858,838687565,1904.22,Engenheiro,casado,Autônomo,2025-05-14 23:25:03.246132,1,,,0,
859,Usuário 859,user859@demo.com,Itaú,São Paulo,SP,user859,123456,normal,00000000859,000000859,1991-04-02,Rua 859,260819949,9884.03,Designer,casado,CLT,2025-05-14 23:25:03.246143,1,,,0,
860,Usuário 860,user860@demo.com,Banco do Brasil,Campinas,SP,user860,123456,normal,00000000860,000000860,1990-07-03,Rua 860,413680712,2608.04,Engenheiro,divorciado,PJ,2025-05-14 23:25:03.246153,1,,,0,
861,Usuário 861,user861@demo.com,PagBank,Fortaleza,CE,user861,123456,normal,00000000861,000000861,1996-09-08,Rua 861,408361258,4911.39,Engenheiro,solteiro,PJ,2025-05-14 23:25:03.246163,1,,,0,
862,Usuário 862,user862@demo.com,PagBank,Porto Alegre,RS,user862,123456,normal,00000000862,000000862,1993-06-09,Rua 862,946441270,424.6,Programador,casado,CLT,2025-05-14 23:25:03.246178,1,,,0,
863,Usuário 863,user863@demo.com,Inter,Campinas,SP,user863,123456,normal,00000000863,000000863,1996-11-24,Rua 863,128187183,441.46,Analista,solteiro,Autônomo,2025-05-14 23:25:03.246188,1,,,0,
864,Usuário 864,user864@demo.com,Inter,Curitiba,PR,user864,123456,normal,00000000864,000000864,1999-08-20,Rua 864,783616973,3414.89,Designer,divorciado,Autônomo,2025-05-14 23:25:03.246198,1,,,0,
865,Usuário 865,user865@demo.com,Santander,Campinas,SP,user865,123456,normal,00000000865,000000865,1998-04-17,Rua 865,505575023,5630.02,Médico,casado,PJ,2025-05-14 23:25:03.246208,1,,,0,
866,Usuário 866,user866@demo.com,PagBank,Porto Alegre,RS,user866,123456,normal,00000000866,000000866,2002-04-09,Rua 866,445358772,3695.66,Analista,casado,Autônomo,2025-05-14 23:25:03.246219,1,,,0,
867,Usuário 867,user867@demo.com,Inter,Belo Horizonte,MG,user867,123456,normal,00000000867,000000867,1991-01-07,Rua 867,144960954,5525.43,Analista,divorciado,Desempregado,2025-05-14 23:25:03.246230,1,,,0,
868,Usuário 868,user868@demo.com,Inter,São Paulo,SP,user868,123456,normal,00000000868,000000868,2002-09-19,Rua 868,358116644,4101.83,Estudante,divorciado,Desempregado,2025-05-14 23:25:03.246242,1,,,0,
869,Usuário 869,user869@demo.com,Caixa,Fortaleza,CE,user869,123456,normal,00000000869,000000869,1989-09-27,Rua 869,118247557,7723.66,Gerente,solteiro,PJ,2025-05-14 23:25:03.246253,1,,,0,
870,Usuário 870,user870@demo.com,Itaú,Rio de Janeiro,RJ,user870,123456,normal,00000000870,000000870,2001-05-17,Rua 870,961134201,469.87,Engenheiro,casado,Autônomo,2025-05-14 23:25:03.246263,1,,,0,
871,Usuário 871,user871@demo.com,Bradesco,Campinas,SP,user871,123456,normal,00000000871,000000871,1987-06-01,Rua 871,696778659,9152.35,Analista,casado,Autônomo,2025-05-14 23:25:03.246274,1,,,0,
872,Usuário 872,user872@demo.com,PagBank,Belo Horizonte,MG,user872,123456,normal,00000000872,000000872,1986-02-09,Rua 872,608568979,4984.47,Médico,divorciado,PJ,2025-05-14 23:25:03.246285,1,,,0,
873,Usuário 873,user873@demo.com,Nubank,Recife,PE,user873,123456,normal,00000000873,000000873,1995-07-13,Rua 873,795508282,641.66,Advogado,solteiro,PJ,2025-05-14 23:25:03.246296,1,,,0,
874,Usuário 874,user874@demo.com,Santander,Rio de Janeiro,RJ,user874,123456,normal,00000000874,000000874,1991-10-04,Rua 874,529585467,6190.75,Advogado,divorciado,PJ,2025-05-14 23:25:03.246306,1,,,0,
875,Usuário 875,user875@demo.com,Banco do Brasil,Campinas,SP,user875,123456,normal,00000000875,000000875,1998-03-28,Rua 875,419531319,1585.93,Médico,casado,PJ,2025-05-14 23:25:03.246318,1,,,0,
876,Usuário 876,user876@demo.com,PagBank,Salvador,BA,user876,123456,normal,00000000876,000000876,1997-09-19,Rua 876,329645802,1040.93,Advogado,solteiro,Desempregado,2025-05-14 23:25:03.246329,1,,,0,
877,Usuário 877,user877@demo.com,Inter,São Paulo,SP,user877,123456,normal,00000000877,000000877,2000-11-03,Rua 877,778210041,3898.81,Designer,casado,Autônomo,2025-05-14 23:25:03.246340,1,,,0,
878,Usuário 878,user878@demo.com,Santander,São Paulo,SP,user878,123456,normal,00000000878,000000878,1998-05-03,Rua 878,946816175,2290.79,Designer,casado,PJ,2025-05-14 23:25:03.246350,1,,,0,
879,Usuário 879,user879@demo.com,Nubank,Porto Alegre,RS,user879,123456,normal,00000000879,000000879,1985-11-13,Rua 879,883022242,232.64,Engenheiro,casado,Desempregado,2025-05-14 23:25:03.246361,1,,,0,
